City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Vardo,NO,70.3705,31.1107,44.78,70,100,9.1,overcast clouds
347,Presidente Medici,BR,-11.1753,-61.9014,79.54,68,16,2.75,few clouds
348,Bethel,US,41.3712,-73.414,64.71,89,75,0.0,broken clouds
349,Oranjemund,NA,-28.55,16.4333,58.95,67,0,6.33,clear sky
350,La Joya,MX,18.6667,-99.4667,74.71,90,5,4.41,clear sky
351,Bulgan,MN,48.8125,103.5347,42.1,64,100,3.91,overcast clouds
352,Comodoro Rivadavia,AR,-45.8667,-67.5,58.86,23,0,10.36,clear sky
353,Sibu,MY,2.3,111.8167,80.91,83,20,5.01,few clouds
354,Goderich,CA,43.7501,-81.7165,64.72,77,93,4.61,overcast clouds
355,Ostersund,SE,63.1792,14.6357,46.62,100,90,10.36,light rain
356,Pallasovka,RU,50.05,46.8833,37.65,57,21,6.87,few clouds
357,Ilulissat,GL,69.2167,-51.1,24.82,68,99,2.3,overcast clouds
358,Chik,RU,54.9928,82.4311,32.18,80,0,6.71,clear sky
359,Gao,ML,16.6362,1.637,87.28,14,5,11.21,clear sky
360,Inta,RU,66.0317,60.1659,43.84,87,100,19.08,overcast clouds
361,Bekhtery,UA,46.251,32.2927,46.83,48,21,17.36,few clouds
362,Pacific Grove,US,36.6177,-121.9166,68.58,73,1,5.01,clear sky
363,Lasa,IT,46.6166,10.7002,49.08,95,99,8.81,overcast clouds
364,Bafoulabe,ML,13.8065,-10.8321,81.05,63,100,4.0,overcast clouds
365,Chauk,MM,20.8833,94.8167,82.54,75,28,1.59,scattered clouds
366,Banda Aceh,ID,5.5577,95.3222,80.46,79,100,10.2,overcast clouds
367,Buin,CL,-33.7333,-70.75,68.74,53,0,2.15,clear sky
368,Lata,PT,40.1629,-8.3327,59.07,72,0,3.98,clear sky
369,Millerovo,RU,48.9226,40.3967,39.38,45,94,12.62,overcast clouds
370,Nemuro,JP,43.3236,145.575,55.83,57,94,1.41,overcast clouds
371,Morehead,US,37.2711,-87.1764,73.11,87,40,0.0,scattered clouds
372,Qasigiannguit,GL,68.8193,-51.1922,25.05,83,99,5.17,overcast clouds
373,Vertientes,CU,21.2594,-78.1464,81.21,90,39,8.52,scattered clouds
374,Verkhnyaya Maksakovka,RU,61.635,50.9674,35.62,87,0,8.95,clear sky
375,Knysna,ZA,-34.0363,23.0471,55.78,89,7,6.62,clear sky
376,Buchanan,LR,5.8808,-10.0467,76.6,91,59,5.35,light rain
377,Nikki,BJ,9.9401,3.2108,73.83,90,94,5.84,overcast clouds
378,Svetlogorsk,BY,52.6333,29.7333,35.65,63,0,7.43,clear sky
379,Lorengau,PG,-2.0226,147.2712,83.28,73,13,4.41,few clouds
380,Sao Filipe,CV,14.8961,-24.4956,79.39,77,13,7.2,few clouds
381,Bambanglipuro,ID,-7.95,110.2833,79.02,65,94,6.69,overcast clouds
382,Kavaratti,IN,10.5669,72.642,82.2,72,99,4.07,overcast clouds
383,Takoradi,GH,4.8845,-1.7554,76.26,91,100,5.66,overcast clouds
384,Ternate,ID,0.8,127.4,83.75,72,95,5.86,overcast clouds
385,Umuarama,BR,-23.7664,-53.325,71.04,93,100,3.11,overcast clouds
386,Kirakira,SB,-10.4544,161.9205,85.77,70,8,11.52,clear sky
387,Buckeye,US,33.3703,-112.5838,91.11,26,100,3.44,overcast clouds
388,Kismayo,SO,-0.3582,42.5454,77.0,78,86,15.79,overcast clouds
389,Kapit,MY,2.0167,112.9333,82.67,77,43,0.81,scattered clouds
390,Krasnoselkup,RU,65.7,82.4667,41.07,95,100,17.47,light rain
391,Kungurtug,RU,50.5994,97.5228,36.09,90,100,2.19,overcast clouds
392,Carmo Do Rio Claro,BR,-20.9719,-46.1189,69.26,88,85,3.13,overcast clouds
393,Suicheng,CN,33.8963,117.9331,63.14,80,100,12.64,light rain
394,Tessalit,ML,20.1986,1.0114,84.29,10,6,6.38,clear sky
395,Ouegoa,NC,-20.35,164.4333,81.19,57,1,2.17,clear sky
396,Havoysund,NO,70.9963,24.6622,41.88,70,100,18.19,overcast clouds
397,Itajai,BR,-26.9078,-48.6619,70.2,100,75,4.61,broken clouds
398,Sudak,UA,44.85,34.9667,51.01,75,100,19.04,overcast clouds
399,Nadym,RU,65.5333,72.5167,43.36,85,100,19.57,overcast clouds
400,Papara,BR,-3.9839,-38.7273,79.68,90,98,5.5,overcast clouds
401,Choma,ZM,-16.8065,26.9531,67.15,44,3,6.35,clear sky
402,Solnechnyy,RU,50.7214,136.6319,44.64,37,1,3.29,clear sky
403,Satuk,TR,41.2263,32.3836,46.22,94,5,2.82,clear sky
404,Boyolangu,ID,-8.1181,111.8935,78.19,67,84,7.4,broken clouds
405,Turukhansk,RU,65.8167,87.9833,37.33,98,100,12.24,light rain
406,San Isidro,PE,-12.1167,-77.05,61.25,78,90,8.05,overcast clouds
407,Taoudenni,ML,22.6783,-3.9836,90.21,9,0,11.77,clear sky
408,Vestmannaeyjar,IS,63.4427,-20.2734,45.18,81,100,32.99,overcast clouds
409,Fairbanks,US,64.8378,-147.7164,42.76,68,75,3.44,broken clouds
410,Ornskoldsvik,SE,63.2909,18.7153,51.62,100,90,6.91,overcast clouds
411,Sunbury,AU,-37.5833,144.7333,58.62,57,40,7.0,scattered clouds
412,Encheng,CN,22.1839,112.3026,83.88,70,19,9.42,few clouds
413,Khatanga,RU,71.9667,102.5,13.37,98,88,5.91,overcast clouds
414,Port Augusta,AU,-32.5,137.7667,60.71,42,6,16.17,clear sky
415,Tweed,CA,44.4751,-77.3162,61.14,94,0,1.99,clear sky
416,Mtwara,TZ,-10.2667,40.1833,71.13,93,52,6.17,broken clouds
417,Mudon,MM,16.2578,97.7164,77.36,92,94,3.11,overcast clouds
418,Te Anau,NZ,-45.4167,167.7167,53.19,76,100,4.94,overcast clouds
419,Vitim,RU,59.4511,112.5578,31.8,80,100,14.7,overcast clouds
420,Derzhavinsk,KZ,51.1,66.3167,30.13,66,0,3.78,clear sky
421,San Fernando,PH,15.0286,120.6898,84.22,79,94,2.35,overcast clouds
422,Bucerias,MX,20.75,-105.3333,87.78,70,40,8.05,scattered clouds
423,Verkhnevilyuysk,RU,63.4453,120.3167,31.05,81,100,10.78,overcast clouds
424,Dalaba,GN,10.7,-12.25,63.57,90,100,2.33,overcast clouds
425,Matara,LK,5.9485,80.5353,77.95,88,69,6.2,broken clouds
426,Harindanga,IN,22.0383,88.3214,80.58,84,10,1.92,clear sky
427,Port-Gentil,GA,-0.7193,8.7815,77.04,81,100,13.96,overcast clouds
428,Grao Mogol,BR,-16.5594,-42.8897,72.46,54,72,4.65,broken clouds
429,Abrau-Dyurso,RU,44.69,37.59,45.86,81,38,18.1,scattered clouds
430,Omboue,GA,-1.5746,9.2618,74.89,84,100,5.7,overcast clouds
431,Zhigansk,RU,66.7697,123.3711,28.45,90,100,22.37,light snow
432,Ballina,AU,-28.8667,153.5667,73.58,56,39,6.91,scattered clouds
433,Ayan,RU,56.45,138.1667,41.13,46,41,7.81,scattered clouds
434,Najran,SA,17.4924,44.1277,74.05,35,5,2.73,clear sky
435,Barsovo,RU,61.1667,73.1667,37.53,94,100,10.33,overcast clouds
436,Aksu,CN,41.1231,80.2644,52.36,55,30,5.46,scattered clouds
437,Beringovskiy,RU,63.05,179.3167,34.34,77,96,7.78,overcast clouds
438,Meulaboh,ID,4.1363,96.1285,78.08,84,92,4.63,overcast clouds
439,Kruisfontein,ZA,-34.0033,24.7314,54.88,96,21,6.11,few clouds
440,Georgiyevka,KZ,43.0369,74.7114,37.44,87,40,4.47,scattered clouds
441,Iqaluit,CA,63.7506,-68.5145,40.73,70,75,12.66,broken clouds
442,Ode,NG,7.7899,5.7117,70.41,97,100,5.23,overcast clouds
443,Canar,EC,-2.55,-78.9333,51.84,90,100,5.73,overcast clouds
444,Rio Grande,BR,-32.035,-52.0986,54.95,66,84,22.28,broken clouds
445,Mount Isa,AU,-20.7333,139.5,94.77,20,100,9.22,overcast clouds
446,San Cristobal,VE,7.7669,-72.225,71.78,97,97,3.18,overcast clouds
447,Viedma,AR,-40.8135,-62.9967,39.16,67,0,10.8,clear sky
448,Shetpe,KZ,44.1667,52.1167,41.5,55,98,16.04,overcast clouds
449,Hofn,IS,64.2539,-15.2082,40.53,88,100,17.98,overcast clouds
450,Nelson Bay,AU,-32.7167,152.15,77.09,37,100,7.34,overcast clouds
451,Okitipupa,NG,6.5047,4.7839,75.51,94,100,2.75,overcast clouds
452,Ajdabiya,LY,30.7554,20.2263,68.52,56,0,6.42,clear sky
453,Anju,KP,39.6178,125.6647,56.32,91,100,4.07,overcast clouds
454,Storforshei,NO,66.4043,14.5233,45.66,95,100,1.88,light rain
455,Urumqi,CN,43.801,87.6005,34.75,87,90,4.47,mist
456,Coquimbo,CL,-29.9533,-71.3436,55.13,82,90,8.05,overcast clouds
457,Borogontsy,RU,62.6683,131.1683,32.99,80,98,7.4,overcast clouds
458,Huron,US,41.1501,-82.5499,70.68,94,73,4.12,broken clouds
459,Cam Ranh,VN,11.9214,109.1591,76.96,94,20,2.3,few clouds
460,Save,BJ,8.0425,2.486,73.78,97,100,2.93,overcast clouds
461,Beckley,US,37.7782,-81.1882,70.29,90,1,1.01,clear sky
462,Progreso,MX,21.2833,-89.6667,82.51,78,97,11.18,overcast clouds
463,Tuatapere,NZ,-46.1333,167.6833,67.82,53,100,7.07,overcast clouds
464,Wewak,PG,-3.5534,143.6268,82.67,70,90,4.18,overcast clouds
465,Kangaatsiaq,GL,68.3065,-53.4641,34.34,63,100,10.36,overcast clouds
466,Vanimo,PG,-2.6741,141.3028,80.2,85,95,5.66,overcast clouds
467,Riohacha,CO,11.5444,-72.9072,84.52,70,100,17.43,overcast clouds
468,Jasper,US,37.2001,-94.3502,68.05,82,90,1.01,overcast clouds
469,San Andres,CO,12.5847,-81.7006,80.62,89,75,3.44,broken clouds
470,Saint-Felicien,CA,48.6501,-72.4491,50.68,87,20,2.3,few clouds
471,Namuac,PH,18.6109,121.1657,82.76,74,100,4.97,overcast clouds
472,Kogon,UZ,39.7228,64.5517,47.84,45,0,16.11,clear sky
473,San Vicente,AR,-26.6167,-54.1333,63.99,99,100,5.06,overcast clouds
474,San Juan,AR,-31.5375,-68.5364,54.63,31,2,7.18,clear sky
475,Kloulklubed,PW,7.0419,134.2556,86.5,75,34,18.52,scattered clouds
476,Faanui,PF,-16.4833,-151.75,78.66,70,14,11.12,few clouds
477,Galesong,ID,-5.3166,119.3661,78.82,62,8,10.11,clear sky
478,Beloha,MG,-25.1667,45.05,59.97,71,0,5.41,clear sky
479,Nishihara,JP,26.1842,127.7558,81.68,92,90,3.44,overcast clouds
480,Kapuskasing,CA,49.4169,-82.4331,60.89,88,20,5.75,few clouds
481,Horta,PT,38.5333,-28.6333,70.93,88,100,12.17,overcast clouds
482,Huilong,CN,31.8111,121.655,82.04,75,15,10.54,few clouds
483,Fiumicino,IT,41.7675,12.2291,61.34,85,0,5.75,clear sky
484,Yelniki,RU,54.6207,43.876,34.45,80,17,3.58,few clouds
485,Ambam,CM,2.3833,11.2833,68.5,100,100,1.97,moderate rain
486,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,74.66,98,100,0.63,overcast clouds
487,Cidreira,BR,-30.1811,-50.2056,62.85,77,99,16.67,overcast clouds
488,Nizwa,OM,22.9333,57.5333,78.39,69,4,0.92,clear sky
489,Karaton,ID,-6.3424,106.1045,84.96,66,100,2.37,overcast clouds
490,San Antonio,US,29.4241,-98.4936,84.65,42,1,8.05,clear sky
491,Acari,PE,-15.4311,-74.6158,67.86,76,69,4.47,broken clouds
492,Novyy Urengoy,RU,66.0833,76.6333,43.0,89,100,24.61,light rain
493,Mombetsu,JP,44.3525,143.3525,57.85,54,75,2.3,broken clouds
494,Parry Sound,CA,45.3501,-80.033,62.51,82,0,0.65,clear sky
495,Victoria,HK,22.2855,114.1577,89.22,69,8,1.99,clear sky
496,Oussouye,SN,12.485,-16.5469,82.58,76,48,4.56,scattered clouds
497,Brae,GB,60.3964,-1.353,49.91,81,100,14.27,overcast clouds
498,Padang,ID,-0.9492,100.3543,75.25,76,86,2.33,overcast clouds
499,Dunedin,NZ,-45.8742,170.5036,55.8,84,3,11.01,clear sky
500,Sao Joao Batista,BR,-27.2761,-48.8494,71.82,99,100,2.24,overcast clouds
501,Semey,KZ,50.4111,80.2275,32.22,80,75,6.71,broken clouds
502,Katsuura,JP,35.1333,140.3,73.11,72,100,10.71,overcast clouds
503,Sola,VU,-13.8833,167.55,86.67,74,40,0.0,scattered clouds
504,Bandar-E Lengeh,IR,26.5579,54.8807,82.51,83,0,0.0,mist
505,Vostok,RU,46.4856,135.8833,48.4,54,60,4.68,broken clouds
506,Manama,BH,26.2154,50.5832,87.35,79,1,3.44,clear sky
507,Ploemeur,FR,47.7333,-3.4333,60.82,96,90,6.91,overcast clouds
508,Tabuk,PH,17.4189,121.4443,80.38,82,100,1.72,overcast clouds
509,El Alto,PE,-4.2714,-81.2147,62.26,87,24,16.06,few clouds
510,Sharjah,AE,25.3573,55.4033,86.02,50,0,3.44,clear sky
511,Xuanhua,CN,40.6103,115.0447,52.57,74,22,2.77,few clouds
512,Takhtamygda,RU,54.1,123.5667,34.18,80,100,2.77,light rain
513,Kerman,IR,30.2832,57.0788,60.66,21,0,4.61,clear sky
514,Bograd,RU,54.2344,90.8328,31.75,72,100,2.51,overcast clouds
515,Mehamn,NO,71.0357,27.8492,42.06,73,100,16.28,overcast clouds
516,Waipawa,NZ,-41.4122,175.5153,59.63,95,100,7.67,overcast clouds
517,Kilindoni,TZ,-7.9139,39.6668,77.2,76,63,7.78,broken clouds
518,Laguna De Perlas,NI,12.3429,-83.6712,79.7,88,100,6.08,light rain
519,Sisimiut,GL,66.9395,-53.6735,35.73,72,100,6.6,overcast clouds
520,Zhuanghe,CN,39.7008,122.9911,56.77,75,2,8.25,clear sky
521,Nanortalik,GL,60.1432,-45.2371,37.94,60,85,4.45,overcast clouds
522,Larsnes,NO,62.2028,5.5773,52.59,91,100,7.99,overcast clouds
523,La Seyne-Sur-Mer,FR,43.0982,5.8847,61.88,46,0,3.0,clear sky
524,Ossora,RU,59.2353,163.0719,38.66,53,100,4.52,overcast clouds
525,Svetlaya,RU,46.5389,138.3297,55.98,46,70,8.81,broken clouds
526,Conceicao Do Araguaia,BR,-8.2578,-49.2647,78.78,66,11,2.06,few clouds
527,Talnakh,RU,69.4865,88.3972,34.97,100,100,4.85,light rain
528,Oranjestad,AW,12.524,-70.027,84.15,74,20,18.41,few clouds
529,Cermik,TR,38.1361,39.4493,46.89,41,0,5.06,clear sky
530,Shimanovsk,RU,52.0,127.7,34.7,96,100,9.53,light rain
531,Ovalle,CL,-30.5983,-71.2003,62.73,55,0,2.86,clear sky
532,Burnie,AU,-41.0667,145.9167,54.95,51,6,15.21,clear sky
533,Le Port,RE,-20.9373,55.2919,68.61,83,11,5.57,few clouds
534,Canlaon,PH,10.3864,123.1964,78.73,73,85,3.15,overcast clouds
535,Rocha,UY,-34.4833,-54.3333,49.06,61,50,13.78,scattered clouds
536,Chicama,PE,-7.8447,-79.1469,61.34,81,65,5.97,broken clouds
537,Poso,ID,-1.3959,120.7524,85.19,62,52,1.9,broken clouds
538,Lima,PE,-12.0432,-77.0282,60.13,75,90,8.05,overcast clouds
539,Dingle,PH,10.9995,122.6711,83.16,78,95,1.74,overcast clouds
540,Valerianovsk,RU,58.76,59.5522,33.57,91,36,5.14,scattered clouds
541,Svetlyy,RU,54.675,20.1347,50.05,61,100,10.83,overcast clouds
542,Tandil,AR,-37.3217,-59.1332,37.09,89,2,5.03,clear sky
543,The Valley,AI,18.217,-63.0578,83.1,79,99,19.1,overcast clouds
544,Aykhal,RU,66.0,111.5,29.61,93,100,10.8,overcast clouds
545,Aklavik,CA,68.2191,-135.0107,40.03,84,99,6.38,overcast clouds
546,Tucupita,VE,9.0622,-62.051,74.5,98,11,3.36,few clouds
547,Burgeo,CA,47.6167,-57.6152,52.97,82,100,12.84,overcast clouds
548,Mbandaka,CD,0.0487,18.2603,71.13,91,69,2.95,broken clouds
549,Kingston,JM,17.997,-76.7936,83.35,78,20,21.85,few clouds
550,Savannah Bight,HN,16.45,-85.85,80.65,78,100,13.73,overcast clouds
551,Keti Bandar,PK,24.1447,67.4497,79.47,86,71,7.72,broken clouds
552,La Ronge,CA,55.1001,-105.2842,55.65,58,90,9.22,smoke
553,Tarrafal,CV,15.2833,-23.7667,79.59,80,59,9.75,broken clouds
554,Atasu,KZ,48.6814,71.6433,24.89,87,8,7.16,clear sky
555,Taicheng,CN,38.731,113.228,47.93,79,100,1.21,overcast clouds
556,Sretensk,RU,52.2453,117.7093,40.55,71,9,4.79,clear sky
557,Sept-Iles,CA,50.2001,-66.3821,56.05,58,40,1.01,scattered clouds
558,Pingzhuang,CN,42.0372,119.2889,49.77,59,6,5.23,clear sky
559,Siocon,PH,7.7061,122.1353,85.14,71,62,1.68,broken clouds
560,Morondava,MG,-20.2833,44.2833,70.36,62,0,12.17,clear sky
561,Shelburne,CA,44.0787,-80.2041,59.79,80,97,4.38,overcast clouds
562,Bogale,MM,16.2833,95.4,79.16,91,100,5.32,overcast clouds
563,North Bend,US,43.4065,-124.2243,60.85,88,1,9.22,clear sky
564,Cabedelo,BR,-6.9811,-34.8339,77.67,83,61,14.52,broken clouds
565,Bloomfield,US,40.8068,-74.1854,68.67,85,90,1.01,overcast clouds
566,Montepuez,MZ,-13.1256,38.9997,69.33,83,98,5.48,overcast clouds
567,Mastic Beach,US,40.7668,-72.8521,67.98,83,100,1.01,overcast clouds
568,Birin,NP,26.8865,88.0718,62.13,91,39,2.19,scattered clouds
569,Barillas,GT,15.8036,-91.3158,70.14,98,94,1.97,overcast clouds
570,Santiago,CL,-33.4569,-70.6483,67.86,39,0,11.5,clear sky
571,Biryusinsk,RU,55.9634,97.8235,31.39,74,29,4.43,scattered clouds
572,Yumen,CN,40.2833,97.2,49.48,48,0,12.03,clear sky
573,San Quintin,MX,30.4833,-115.95,68.67,78,100,12.21,overcast clouds
574,Skoczow,PL,49.8009,18.7877,56.23,95,100,1.34,overcast clouds
575,Makakilo City,US,21.3469,-158.0858,82.72,50,75,13.8,broken clouds
576,Lannion,FR,48.75,-3.4167,59.25,94,90,6.91,overcast clouds
577,Harrisburg,US,40.2737,-76.8844,69.39,91,90,1.01,overcast clouds
578,Jerantut,MY,3.936,102.3626,79.03,82,68,1.14,broken clouds
579,Zhanaozen,KZ,43.3,52.8,44.24,54,100,17.34,overcast clouds
580,Chandler,US,33.3062,-111.8412,89.89,25,40,3.44,scattered clouds
581,Cayenne,GF,4.9333,-52.3333,83.08,83,75,2.3,broken clouds
582,Kurilsk,RU,45.2333,147.8833,50.63,59,73,11.99,broken clouds
583,Ngaoundere,CM,7.3167,13.5833,64.62,93,100,2.13,overcast clouds
584,Igarka,RU,67.4667,86.5833,34.95,98,100,9.33,light rain
585,Ayagoz,KZ,47.9714,80.4392,26.74,85,93,2.15,overcast clouds
586,Shimoda,JP,34.6667,138.95,70.16,82,99,6.4,overcast clouds
587,Uige,AO,-7.6087,15.0613,67.53,92,100,2.86,overcast clouds
588,Gamba,GA,-2.65,10.0,74.79,84,100,3.85,overcast clouds
589,Sile,TR,41.1754,29.6133,61.57,72,49,1.99,scattered clouds
590,Hereford,GB,52.0568,-2.7148,58.78,66,100,5.55,overcast clouds
591,Altay,CN,47.8667,88.1167,26.04,55,3,4.41,clear sky
592,Lerwick,GB,60.1545,-1.1494,50.0,82,100,18.63,overcast clouds
593,Pleshanovo,RU,52.8333,53.4833,35.4,84,3,1.59,clear sky
594,Rio Negro,BR,-26.1058,-49.7975,62.67,100,100,2.06,light rain
595,Santo Antonio Do Ica,BR,-3.1022,-67.9397,74.7,97,99,1.3,overcast clouds
596,Conroe,US,30.3119,-95.456,81.46,67,1,0.0,clear sky
597,Saint Anthony,US,45.0205,-93.218,71.53,74,90,0.0,overcast clouds
598,Bara,NG,10.3744,10.7288,78.44,74,86,4.27,overcast clouds
599,Lithakia,GR,37.7167,20.8333,69.58,83,100,11.36,overcast clouds
600,Pacifica,US,37.6138,-122.4869,67.59,71,75,1.01,broken clouds
601,Sukhumi,GE,43.0033,41.0153,54.45,77,14,5.32,few clouds
602,Sabang,ID,5.8933,95.3214,81.5,77,100,16.42,overcast clouds
603,Bonthe,SL,7.5264,-12.505,77.47,87,40,3.69,light rain
604,Jardim,BR,-21.4803,-56.1381,77.81,70,56,1.63,broken clouds
605,Sheregesh,RU,52.9209,87.9869,29.48,97,100,4.5,light snow
606,Goya,AR,-29.14,-59.2626,66.65,58,100,11.7,overcast clouds
607,Phan Thiet,VN,10.9333,108.1,78.48,85,100,9.48,overcast clouds
608,Matagami,CA,49.7502,-77.6328,51.91,87,1,2.3,clear sky
609,Kamaishi,JP,39.2667,141.8833,58.15,79,87,4.16,overcast clouds
610,Kattivakkam,IN,13.2167,80.3167,80.69,84,29,10.22,scattered clouds
611,Muros,ES,42.7762,-9.0603,67.84,93,15,5.14,few clouds
612,Bilma,NE,18.6853,12.9164,79.5,17,0,4.21,clear sky
613,Uray,RU,60.1247,64.7758,36.43,86,54,8.63,broken clouds
614,Canillo,AD,42.5833,1.6667,38.5,53,81,5.23,broken clouds
615,Nyrob,RU,60.733,56.7202,33.06,96,10,4.27,clear sky
616,Proletariy,RU,58.4342,31.7046,44.11,76,0,11.1,clear sky
617,Helena,US,46.5927,-112.0361,70.79,36,90,5.01,overcast clouds
618,Pali,IN,25.7667,73.3333,84.34,50,100,5.12,overcast clouds
619,Grand Gaube,MU,-20.0064,57.6608,70.38,81,2,1.01,light rain
620,Solton,RU,52.8429,86.4787,32.36,92,100,9.01,overcast clouds
621,Ruteng,ID,-8.6136,120.4721,73.67,61,12,2.26,few clouds
622,Mumford,GH,5.2618,-0.759,77.11,90,99,8.7,overcast clouds
623,Northam,GB,51.0333,-4.2167,60.42,93,100,10.22,overcast clouds
624,Vrangel,RU,42.7297,133.0839,50.92,85,100,6.67,overcast clouds
625,Zarubino,RU,42.63,131.0922,50.56,91,100,8.48,overcast clouds
626,Rio Gallegos,AR,-51.6226,-69.2181,48.25,53,0,23.02,clear sky
627,La Tuque,CA,47.4334,-72.7824,52.05,87,2,1.14,clear sky
628,Kedrovyy,RU,56.1667,91.8167,28.81,72,100,5.68,overcast clouds
629,Sayyan,YE,15.1718,44.3244,59.83,45,10,4.68,clear sky
630,Kindu,CD,-2.95,25.95,68.67,96,19,1.07,few clouds
631,Samarai,PG,-10.6167,150.6667,82.47,74,68,8.21,broken clouds
632,Macau,MO,22.2006,113.5461,86.13,79,20,18.41,few clouds
633,Chimoio,MZ,-19.1164,33.4833,66.06,93,75,5.55,broken clouds
634,Liberty,US,31.8335,-81.5004,75.31,97,1,1.01,clear sky
635,Hasaki,JP,35.7333,140.8333,72.28,68,96,10.02,overcast clouds
636,Medea,DZ,36.2642,2.7539,54.05,79,30,2.68,scattered clouds
637,Kirando,TZ,-7.4167,30.6,76.66,54,93,4.27,overcast clouds
638,Suoyarvi,RU,62.0833,32.35,45.19,80,8,12.73,clear sky
639,Abu Samrah,SY,35.3029,37.1841,62.22,28,0,2.64,clear sky
640,Uporovo,RU,56.3109,66.2693,34.27,91,9,7.43,clear sky
641,Boralday,KZ,43.3578,76.8594,33.66,86,75,0.0,broken clouds
642,Gat,IL,31.61,34.7642,68.81,60,0,4.81,clear sky
643,Narsaq,GL,60.9167,-46.05,44.82,52,94,9.01,overcast clouds
644,Ilinskiy,RU,55.619,38.1182,38.52,100,64,2.24,broken clouds
645,Krivosheino,RU,57.3431,83.9261,34.56,95,100,9.6,overcast clouds
646,Moose Factory,CA,51.2585,-80.6094,58.98,77,1,3.44,clear sky
647,Bam,IR,29.106,58.357,75.99,16,3,1.61,clear sky
648,Santa Maria,BR,-29.6842,-53.8069,60.1,94,0,2.3,clear sky
649,Miyako,JP,39.6367,141.9525,62.85,71,86,3.49,overcast clouds
650,Piacabucu,BR,-10.4056,-36.4344,74.7,85,13,8.01,few clouds
651,Port-Cartier,CA,50.0334,-66.8654,55.74,64,72,4.9,broken clouds
652,Hokitika,NZ,-42.7167,170.9667,59.16,82,9,10.6,clear sky
653,Qingdao,CN,36.0986,120.3719,60.4,82,40,8.95,scattered clouds
654,Port Shepstone,ZA,-30.7414,30.455,65.07,88,22,13.0,few clouds
655,Quatre Cocos,MU,-20.2078,57.7625,70.09,86,0,5.46,clear sky
656,Pangnirtung,CA,66.1451,-65.7125,35.78,75,44,3.09,scattered clouds
657,Giaginskaya,RU,44.8621,40.0719,46.78,75,100,20.09,overcast clouds
658,Kosice,SK,48.6667,21.3333,54.57,96,100,8.05,light rain
659,Lovington,US,32.944,-103.3485,78.64,37,5,8.66,clear sky
660,Outjo,NA,-20.1167,16.15,62.4,31,100,3.4,overcast clouds
661,At-Bashi,KG,41.1702,75.8106,40.75,91,100,2.64,overcast clouds
662,Luwuk,ID,-0.9516,122.7875,84.13,69,100,5.53,overcast clouds
663,Moerai,PF,-22.4333,-151.3333,75.76,72,100,6.91,overcast clouds
664,Beaverlodge,CA,55.2166,-119.4361,40.35,91,74,4.68,broken clouds
665,El Campo,US,29.1966,-96.2697,80.28,56,2,6.69,clear sky
666,Nouadhibou,MR,20.931,-17.0347,75.18,69,0,19.57,clear sky
667,Jinchang,CN,38.4953,102.1739,51.73,62,11,2.1,few clouds
668,Saint-Louis,SN,16.3333,-15.0,85.64,48,9,11.14,clear sky
669,Sindor,RU,62.8629,51.8905,37.51,93,9,8.08,clear sky
670,Sur,OM,22.5667,59.5289,80.69,71,5,4.74,clear sky
671,Naryshkino,RU,52.9678,35.7268,35.28,61,17,6.67,few clouds
672,Mujiayingzi,CN,42.1167,118.7833,47.57,64,6,3.2,clear sky
