City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
490,San Antonio,US,84.65,clear sky,29.4241,-98.4936,Drury Plaza Hotel San Antonio Riverwalk
491,Acari,PE,67.86,broken clouds,-15.4311,-74.6158,HOSPEDAJE XIMENA
493,Mombetsu,JP,57.85,broken clouds,44.3525,143.3525,Okhotsk Palace Hotel
494,Parry Sound,CA,62.51,clear sky,45.3501,-80.033,Bayside Inn
496,Oussouye,SN,82.58,scattered clouds,12.485,-16.5469,Auberge du Routard
498,Padang,ID,75.25,overcast clouds,-0.9492,100.3543,Mercure Padang
499,Dunedin,NZ,55.8,clear sky,-45.8742,170.5036,Scenic Hotel Southern Cross
500,Sao Joao Batista,BR,71.82,overcast clouds,-27.2761,-48.8494,INNOVARE SLIM SÃO JOÃO BATISTA
502,Katsuura,JP,73.11,overcast clouds,35.1333,140.3,Katsuura Hotel Mikazuki
504,Bandar-E Lengeh,IR,82.51,mist,26.5579,54.8807,کافی نت پارس
507,Ploemeur,FR,60.82,overcast clouds,47.7333,-3.4333,Best Western Plus Hotel Les Rives Du Ter
508,Tabuk,PH,80.38,overcast clouds,17.4189,121.4443,Golden Berries Hotel and Convention
509,El Alto,PE,62.26,few clouds,-4.2714,-81.2147,Black Marlin Restaurant & Hospedaje
511,Xuanhua,CN,52.57,few clouds,40.6103,115.0447,Jinjiang Inn Zhangjiakou Xuanhua People's Park
513,Kerman,IR,60.66,clear sky,30.2832,57.0788,هتل آپارتمان آسام
516,Waipawa,NZ,59.63,overcast clouds,-41.4122,175.5153,Tora Coastal Walk
517,Kilindoni,TZ,77.2,broken clouds,-7.9139,39.6668,Bustani B&B
518,Laguna De Perlas,NI,79.7,light rain,12.3429,-83.6712,Hotel Best View
520,Zhuanghe,CN,56.77,clear sky,39.7008,122.9911,Hanting Express Dalian Zhuanghe Qiansheng
522,Larsnes,NO,52.59,overcast clouds,62.2028,5.5773,Liset Feriesenter AS
523,La Seyne-Sur-Mer,FR,61.88,clear sky,43.0982,5.8847,La Frégate
526,Conceicao Do Araguaia,BR,78.78,few clouds,-8.2578,-49.2647,Tarumã Tropical Hotel
528,Oranjestad,AW,84.15,few clouds,12.524,-70.027,Divi Village Golf & Beach Resort
531,Ovalle,CL,62.73,clear sky,-30.5983,-71.2003,Hotel Altos de Tuqui
532,Burnie,AU,54.95,clear sky,-41.0667,145.9167,Beachfront Voyager Motor Inn
533,Le Port,RE,68.61,few clouds,-20.9373,55.2919,KORBEY D'OR OUEST
534,Canlaon,PH,78.73,overcast clouds,10.3864,123.1964,F & C Guest House
536,Chicama,PE,61.34,broken clouds,-7.8447,-79.1469,Balihai Bungalows
538,Lima,PE,60.13,overcast clouds,-12.0432,-77.0282,Gran Hotel Bolivar Lima
539,Dingle,PH,83.16,overcast clouds,10.9995,122.6711,SEGAYA PROPERTY
541,Svetlyy,RU,50.05,overcast clouds,54.675,20.1347,"Gostinitsa-Kafe, Alena"
543,The Valley,AI,83.1,overcast clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
546,Tucupita,VE,74.5,few clouds,9.0622,-62.051,Hotel Tucupita Su​ite C.A.
547,Burgeo,CA,52.97,overcast clouds,47.6167,-57.6152,Gillett's Motel
548,Mbandaka,CD,71.13,broken clouds,0.0487,18.2603,Guest House Epervier
549,Kingston,JM,83.35,few clouds,17.997,-76.7936,The Jamaica Pegasus Hotel
550,Savannah Bight,HN,80.65,overcast clouds,16.45,-85.85,Villa on Dunbar Rock
551,Keti Bandar,PK,79.47,broken clouds,24.1447,67.4497,Haji laloo memon house
552,La Ronge,CA,55.65,smoke,55.1001,-105.2842,Northland Motor Hotel
553,Tarrafal,CV,79.59,broken clouds,15.2833,-23.7667,Hotel Ixola
557,Sept-Iles,CA,56.05,scattered clouds,50.2001,-66.3821,Comfort Inn
560,Morondava,MG,70.36,clear sky,-20.2833,44.2833,La Case Bambou
561,Shelburne,CA,59.79,overcast clouds,44.0787,-80.2041,The Retreat at the Farm
562,Bogale,MM,79.16,overcast clouds,16.2833,95.4,Aung Pin Lel Guest House
563,North Bend,US,60.85,clear sky,43.4065,-124.2243,Red Lion Hotel Coos Bay
564,Cabedelo,BR,77.67,broken clouds,-6.9811,-34.8339,Hotel Pigalle
565,Bloomfield,US,68.67,overcast clouds,40.8068,-74.1854,La Quinta Inn & Suites by Wyndham Clifton/Rutherford
566,Montepuez,MZ,69.33,overcast clouds,-13.1256,38.9997,PembaAparthotel
567,Mastic Beach,US,67.98,overcast clouds,40.7668,-72.8521,Brushwood House by Smith Point Beach
568,Birin,NP,62.13,scattered clouds,26.8865,88.0718,Sangam hotel and lodge
569,Barillas,GT,70.14,overcast clouds,15.8036,-91.3158,Hotel y Restaurant Bella Estancia
570,Santiago,CL,67.86,clear sky,-33.4569,-70.6483,Che Lagarto Hostel Santiago
573,San Quintin,MX,68.67,overcast clouds,30.4833,-115.95,Don Eddie's Sport Fishing Center
574,Skoczow,PL,56.23,overcast clouds,49.8009,18.7877,DWÓR DĘBOWIEC I
575,Makakilo City,US,82.72,broken clouds,21.3469,-158.0858,Marriott's Ko Olina Beach Club
576,Lannion,FR,59.25,overcast clouds,48.75,-3.4167,Hotel Arcadia
577,Harrisburg,US,69.39,overcast clouds,40.2737,-76.8844,Hilton Harrisburg
578,Jerantut,MY,79.03,broken clouds,3.936,102.3626,Jerantut Hill Resort
581,Cayenne,GF,83.08,broken clouds,4.9333,-52.3333,Hôtel Le Dronmi
582,Kurilsk,RU,50.63,broken clouds,45.2333,147.8833,Hotel Ostrov
583,Ngaoundere,CM,64.62,overcast clouds,7.3167,13.5833,Hotel Mentong Palace
586,Shimoda,JP,70.16,overcast clouds,34.6667,138.95,Shimoda Tokyu Hotel
587,Uige,AO,67.53,overcast clouds,-7.6087,15.0613,Hotel Catraio
589,Sile,TR,61.57,scattered clouds,41.1754,29.6133,Phellos Suites
590,Hereford,GB,58.78,overcast clouds,52.0568,-2.7148,The Green Dragon Hotel
592,Lerwick,GB,50.0,overcast clouds,60.1545,-1.1494,The Lerwick Hotel
594,Rio Negro,BR,62.67,light rain,-26.1058,-49.7975,Hotel Emacite Flex
595,Santo Antonio Do Ica,BR,74.7,overcast clouds,-3.1022,-67.9397,HOTEL AMAZON WAY
596,Conroe,US,81.46,clear sky,30.3119,-95.456,Hampton Inn & Suites Conroe - I-45 North
597,Saint Anthony,US,71.53,overcast clouds,45.0205,-93.218,"Holiday Inn Express Roseville-St. Paul, an IHG Hotel"
599,Lithakia,GR,69.58,overcast clouds,37.7167,20.8333,Zante Plaza Hotel & Apartments
600,Pacifica,US,67.59,broken clouds,37.6138,-122.4869,"Pacifica Lighthouse, Trademark Collection by Wyndham"
601,Sukhumi,GE,54.45,few clouds,43.0033,41.0153,Ritsa Hotel
602,Sabang,ID,81.5,overcast clouds,5.8933,95.3214,Hotel Citra
603,Bonthe,SL,77.47,light rain,7.5264,-12.505,Bonthe Holiday Village
604,Jardim,BR,77.81,broken clouds,-21.4803,-56.1381,Estancia Hotel - Jardim MS
606,Goya,AR,66.65,overcast clouds,-29.14,-59.2626,Apart Costanera Goya
607,Phan Thiet,VN,78.48,overcast clouds,10.9333,108.1,Hotel Saigon-PT
608,Matagami,CA,51.91,clear sky,49.7502,-77.6328,Hôtel Matagami
609,Kamaishi,JP,58.15,overcast clouds,39.2667,141.8833,Hotel Route Inn Kamaishi
610,Kattivakkam,IN,80.69,scattered clouds,13.2167,80.3167,Euronova Freezer
611,Muros,ES,67.84,few clouds,42.7762,-9.0603,Apartment Av. Castelao
612,Bilma,NE,79.5,clear sky,18.6853,12.9164,Expeditions Ténére voyages
617,Helena,US,70.79,overcast clouds,46.5927,-112.0361,"Holiday Inn Express & Suites Helena, an IHG Hotel"
618,Pali,IN,84.34,overcast clouds,25.7667,73.3333,HOTEL THE AMBA VILAS
619,Grand Gaube,MU,70.38,light rain,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
621,Ruteng,ID,73.67,few clouds,-8.6136,120.4721,Hotel FX 72
622,Mumford,GH,77.11,overcast clouds,5.2618,-0.759,Spanish Villa
623,Northam,GB,60.42,overcast clouds,51.0333,-4.2167,Durrant House Hotel
624,Vrangel,RU,50.92,overcast clouds,42.7297,133.0839,"Отель ""БАЛИ"""
625,Zarubino,RU,50.56,overcast clouds,42.63,131.0922,"""Okean"" Baza Otdykha"
627,La Tuque,CA,52.05,clear sky,47.4334,-72.7824,Appart-Hôtel La Tuque
629,Sayyan,YE,59.83,clear sky,15.1718,44.3244,متنزه و بحيرة سيان
630,Kindu,CD,68.67,few clouds,-2.95,25.95,Résidence Okanda
631,Samarai,PG,82.47,broken clouds,-10.6167,150.6667,Nuli Sapi
633,Chimoio,MZ,66.06,broken clouds,-19.1164,33.4833,Predio Livraria Ahmed
634,Liberty,US,75.31,clear sky,31.8335,-81.5004,Sasser’s Mobile Home Park
635,Hasaki,JP,72.28,overcast clouds,35.7333,140.8333,Hotel Sunrise Choshi
636,Medea,DZ,54.05,scattered clouds,36.2642,2.7539,Hôtel M'Sallah
637,Kirando,TZ,76.66,overcast clouds,-7.4167,30.6,Lakeshore Lodge
642,Gat,IL,68.81,clear sky,31.61,34.7642,OlusHome
646,Moose Factory,CA,58.98,clear sky,51.2585,-80.6094,Moosonee Lilypad
647,Bam,IR,75.99,clear sky,29.106,58.357,Bam Tourist Hotel
648,Santa Maria,BR,60.1,clear sky,-29.6842,-53.8069,Hotel Morotin
649,Miyako,JP,62.85,overcast clouds,39.6367,141.9525,Hotel Route Inn Miyako
650,Piacabucu,BR,74.7,few clouds,-10.4056,-36.4344,Piaçabuçu News
651,Port-Cartier,CA,55.74,broken clouds,50.0334,-66.8654,Le Q'Artier
652,Hokitika,NZ,59.16,clear sky,-42.7167,170.9667,Beachfront Hotel Hokitika
653,Qingdao,CN,60.4,scattered clouds,36.0986,120.3719,东晖国际大酒店餐厅
654,Port Shepstone,ZA,65.07,few clouds,-30.7414,30.455,My Den Beachfront Bed and Breakfast | Self-Catering
655,Quatre Cocos,MU,70.09,clear sky,-20.2078,57.7625,Sunrise Attitude Hotel
658,Kosice,SK,54.57,light rain,48.6667,21.3333,Hotel Bonaparte
659,Lovington,US,78.64,clear sky,32.944,-103.3485,Buena vida rv parks
662,Luwuk,ID,84.13,overcast clouds,-0.9516,122.7875,Hotel Santika Luwuk
663,Moerai,PF,75.76,overcast clouds,-22.4333,-151.3333,Le Manotel
665,El Campo,US,80.28,clear sky,29.1966,-96.2697,"Lonestar Inn, El Campo Texas"
666,Nouadhibou,MR,75.18,clear sky,20.931,-17.0347,El Medina
667,Jinchang,CN,51.73,few clouds,38.4953,102.1739,Mingshihui Jinchang International Hotel
670,Sur,OM,80.69,clear sky,22.5667,59.5289,Sur Plaza Hotel
